Question,Answer
"A local charity is organizing a fundraiser walk. They have 120 participants signed up, and each participant is asked to raise at least $250. The charity also secures 5 corporate sponsors, each donating $2,500. If the event costs $7,500 to host, how much profit will the charity make if all participants raise the minimum amount?","There are 120 participants, each raising a minimum of $250. The total amount raised by participants is 120 * $250 = $<<120*250=30000>>30,000.
The charity also has 5 corporate sponsors, each donating $2,500. The total amount from sponsors is 5 * $2,500 = $<<5*2500=12500>>12,500.
The total amount raised is $30,000 + $12,500 = $<<30000+12500=42500>>42,500.
The event costs $7,500 to host. Therefore, the profit made by the charity is $42,500 - $7,500 = $<<42500-7500=35000>>35,000.
#### 35000"
"A factory produces 120 smartphones per hour. Each smartphone requires 2 processors, 1 camera, and 4 gigabytes of memory to assemble. If the factory has 4800 processors, 2100 cameras, and 19200 gigabytes of memory in stock, what is the maximum number of smartphones that can be produced with the available components?","With 4800 processors, the factory can make 4800 / 2 = <<4800/2=2400>>2400 smartphones.
With 2100 cameras, the factory can make 2100 / 1 = <<2100/1=2100>>2100 smartphones. 
With 19200 gigabytes of memory, the factory can make 19200 / 4 = <<19200/4=4800>>4800 smartphones.
The limiting factor is the number of cameras, so with the available components, the factory can produce a maximum of 2100 smartphones.
#### 2100"
"A recipe requires 2.5 cups of flour to make 18 cookies. If a baker wants to make 108 cookies for a bake sale, how many cups of flour will they need?","We know that 2.5 cups of flour makes 18 cookies.
To find how many cups of flour are needed for 108 cookies, we set up a proportion:
2.5 cups / 18 cookies = x cups / 108 cookies
Cross multiply to solve for x:
18x = 2.5 * 108
18x = <<2.5*108=270>>270
x = 270 / 18
x = <<270/18=15>>15
Therefore, the baker will need 15 cups of flour to make 108 cookies.
#### 15"
"A warehouse has a storage capacity of 8000 cubic meters. It currently has 650 crates, each measuring 2.5 cubic meters. The warehouse manager wants to add more crates, but needs to leave 1200 cubic meters of space for machinery. If each new crate is 20% larger than the current ones, how many additional crates can be added to the warehouse?","The current crates occupy a space of 650 * 2.5 = <<650*2.5=1625>>1625 cubic meters.
The total space available for crates is 8000 - 1200 = <<8000-1200=6800>>6800 cubic meters.
The remaining space for new crates is 6800 - 1625 = <<6800-1625=5175>>5175 cubic meters.
The new crates are 20% larger than 2.5 cubic meters, so each new crate is 2.5 * 1.2 = <<2.5*1.2=3>>3 cubic meters.
The number of new crates that can be added is 5175 / 3 = <<5175/3=1725>>1725 crates.
#### 1725"
"A bakery uses 2.4 pounds of flour to make a batch of 18 chocolate chip cookies. If the bakery packages the cookies in boxes of one dozen each, how many pounds of flour are needed to fill 50 boxes?","Since there are 18 cookies in a batch and 12 cookies in a box, each batch makes 18 / 12 = <<18/12=1.5>>1.5 boxes.
To calculate the pounds of flour needed for 1 box, we divide the pounds per batch by the boxes per batch: 2.4 / 1.5 = <<2.4/1.5=1.6>>1.6 pounds per box.
For 50 boxes, the bakery will need 50 * 1.6 = <<50*1.6=80>>80 pounds of flour.
#### 80"
"Jenna is making gift baskets for her friends. She buys 6 types of items to put in the baskets: candles for $4 each, bath bombs for $2 each, chocolates for $5 per box, small plushies for $3 each, face masks for $1.50 each, and pretty soaps for $2.50 each. If she wants to make 8 identical baskets with one of each item, how much will she spend in total?","Jenna is buying 6 types of items:
- Candles for $4 each
- Bath bombs for $2 each 
- Chocolates for $5 per box
- Small plushies for $3 each
- Face masks for $1.50 each
- Pretty soaps for $2.50 each
The total cost for one basket is:
$4 + $2 + $5 + $3 + $1.50 + $2.50 = $<<4+2+5+3+1.50+2.50=18>>18 per basket
Since Jenna wants to make 8 identical baskets, the total cost will be:
$18 per basket * 8 baskets = $<<18*8=144>>144 total
#### 144"
"A local charity is organizing a fundraising event. They have 120 volunteers who will each work a 4-hour shift. The volunteers will be split into 3 equal teams, and each team will work for one 4-hour shift. If it takes 15 minutes for a volunteer to collect a donation, how many total donations can the charity expect to receive during the entire event?","There are 120 volunteers split into 3 teams, so each team has 120 / 3 = <<120/3=40>>40 volunteers.
Each 4-hour shift is 4 * 60 = <<4*60=240>>240 minutes long.
In a 240-minute shift, each volunteer can collect 240 / 15 = <<240/15=16>>16 donations.
With 40 volunteers per team, each team can collect 40 * 16 = <<40*16=640>>640 donations per shift.
Since there are 3 teams, the total number of donations collected during the event is 3 * 640 = <<3*640=1920>>1920 donations.
#### 1920"
"A factory produces 120 bottles of soda per minute. If each bottle contains 20 fluid ounces, how many gallons of soda does the factory produce in 2 hours? (1 gallon = 128 fluid ounces)","In 1 minute, the factory produces 120 bottles, each containing 20 fluid ounces.
So, in 1 minute, the factory produces 120 * 20 = <<120*20=2400>>2400 fluid ounces of soda.
In 1 hour, there are 60 minutes, so the factory produces 2400 * 60 = <<2400*60=144000>>144000 fluid ounces of soda.
In 2 hours, the factory produces 144000 * 2 = <<144000*2=288000>>288000 fluid ounces of soda.
To convert fluid ounces to gallons, we divide by 128 since 1 gallon = 128 fluid ounces.
288000 fluid ounces / 128 = <<288000/128=2250>>2250 gallons.
Therefore, in 2 hours, the factory produces 2250 gallons of soda.
#### 2250"
"A construction company is building a new skyscraper. They have already completed 180 meters of the total height. If they build an average of 4 meters per day and have 90 meters remaining, how many days will it take them to finish the skyscraper?","The construction company has 90 meters remaining to build.
If they build an average of 4 meters per day, it will take them 90 meters / 4 meters per day = <<90/4=22.5>>23 days to finish the remaining 90 meters.
#### 23"
"A grocery store is having a sale on canned goods. Each can of soup normally costs $2.50, but they are offering a discount where you can buy 3 cans and get the 4th one free. If Laura has a budget of $30, what is the maximum number of cans she can purchase during this sale?","For every 4 cans Laura buys, she only has to pay for 3 of them. This means the price for 4 cans is 3 * $2.50 = $<<3*2.50=7.50>>7.50.
To find how many sets of 4 cans she can buy with $30, we calculate $30 / $7.50 per set = <<30/7.50=4>>4 sets.
4 sets of 4 cans each is 4 * 4 = <<4*4=16>>16 cans.
Therefore, the maximum number of cans Laura can purchase with her $30 budget during this sale is 16 cans.
#### 16"
"A large bakery uses 180 pounds of flour per day. The bakery orders flour once per month, with each order being delivered on the first day of the month. Assuming a 30-day month, how many tons of flour should the bakery order each month? (1 ton = 2000 pounds)","The bakery uses 180 pounds of flour per day.
In a 30-day month, the total flour used is 180 * 30 = <<180*30=5400>>5400 pounds.
Since 1 ton equals 2000 pounds, we need to convert 5400 pounds to tons.
5400 pounds / 2000 pounds/ton = <<5400/2000=2.7>>2.7 tons
Rounding up to ensure enough flour, the bakery should order 3 tons of flour each month.
#### 3"
"A bakery uses 12 cups of flour to bake a batch of 48 cookies. If a bag of flour contains 5 pounds and costs $3.75, how much does the flour for each cookie cost? (1 pound equals 2 cups)","1 bag of flour contains 5 pounds, which equals 5 * 2 = <<5*2=10>>10 cups.
The cost of 10 cups of flour is $3.75.
12 cups of flour are needed for a batch of 48 cookies.
The cost of 12 cups of flour is (12/10) * $3.75 = $<<(12/10)*3.75=4.5>>4.50.
Each batch produces 48 cookies, so the cost of flour per cookie is $4.50 / 48 = $<<4.5/48=0.09375>>0.09 (rounded to the nearest cent).
#### 0"
"Emily's family is driving from their home to visit her grandparents. The total trip is 480 miles. On the first day, they drove for 3 hours at an average speed of 60 miles per hour. On the second day, they drove for 4 hours at an average speed of 50 miles per hour. How many more miles do they need to drive to reach her grandparents' house?","On the first day, they drove 3 * 60 = <<3*60=180>>180 miles.
On the second day, they drove 4 * 50 = <<4*50=200>>200 miles. 
In total, they have driven 180 + 200 = <<180+200=380>>380 miles so far.
The total trip is 480 miles, so they still need to drive 480 - 380 = <<480-380=100>>100 miles to reach her grandparents' house.
#### 100"
"A train travels at an average speed of 120 km/h. It needs to cover a distance of 600 km. However, due to some technical issues, it was delayed by 30 minutes at the start and could only travel at 100 km/h for the first hour. How long will the entire journey take?","In the first hour, due to the reduced speed, the train covers a distance of 100 km/h * 1 h = <<100*1=100>>100 km.
The remaining distance to cover is 600 km - 100 km = <<600-100=500>>500 km.
With the regular speed of 120 km/h, the time needed to cover the remaining 500 km is 500 km / 120 km/h = <<500/120=4.166666667>>4.17 hours, which is approximately 4 hours and 10 minutes, or 4 hours and 0.17 * 60 = <<0.17*60=10.2>>10 minutes.
Adding this to the initial 1 hour 30 minutes, the total journey time is 1 h 30 min + 4 h 10 min = <<1.5+4.167=5.667>>5 hours and <<0.667*60=40.02>>40 minutes.
Rounding to the nearest whole number, the entire journey will take <<round(5.667)=6>>6 hours.
#### 6"
"A company is planning to distribute gift cards to its employees as a token of appreciation. They have allocated a budget of $12,500 for this purpose. If they want to give each employee a gift card worth $25, how many employees will receive a gift card? Additionally, if they decide to increase the value of each gift card by 20%, how many fewer employees will receive a gift card while staying within the same budget?","With a budget of $12,500 and each gift card worth $25, the company can give out 12,500 / 25 = <<12500/25=500>>500 gift cards.
If they increase the value of each gift card by 20%, the new value will be $25 * 1.20 = $<<25*1.20=30>>30 per card.
With the same budget of $12,500, they can now give out 12,500 / 30 = <<12500/30=416.67>>417 gift cards (rounded to the nearest whole number).
The difference in the number of employees receiving a gift card is 500 - 417 = <<500-417=83>>83.
Therefore, if the company increases the gift card value by 20%, 83 fewer employees will receive a gift card.
#### 83"
"A bakery uses 12 eggs per batch of cookies. If the bakery has 180 eggs, and each cookie requires 2 eggs, how many batches of cookies can be made and how many individual cookies can be baked with the remaining eggs?","The bakery can make 180 / 12 = <<180/12=15>>15 batches of cookies with 180 eggs.
After making 15 batches, the number of eggs left is 180 - (15 * 12) = <<180-(15*12)=0>>0 eggs.
Since each cookie requires 2 eggs, the remaining 0 eggs can make 0 / 2 = <<0/2=0>>0 individual cookies.
In total, the bakery can make 15 batches of cookies and 0 individual cookies with the remaining eggs.
#### 0"
"A factory produces 120 shirts per hour. Each shirt requires 2 meters of fabric. The fabric is sold in rolls of 50 meters each. If the factory runs for 8 hours a day, how many whole rolls of fabric will be used per day?","The factory produces 120 shirts per hour, and runs for 8 hours per day. So, the total shirts produced per day is 120 * 8 = <<120*8=960>>960 shirts.
Each shirt requires 2 meters of fabric. So, for 960 shirts, the total fabric needed is 960 * 2 = <<960*2=1920>>1920 meters.
The fabric is sold in rolls of 50 meters each. To find the number of whole rolls needed, we divide 1920 by 50: 1920 / 50 = <<1920/50=38.4>>38.4.
Since we can only use whole rolls, we round up to the nearest whole number, which is <<round(38.4)=38>>38.
Therefore, the factory will use 38 whole rolls of fabric per day.
#### 38"
