Question,Answer
"A boat travels down a river at a speed of 12 miles per hour. It takes the boat 3 hours to travel from the dock to the campsite, and 4 hours to return back upstream to the dock. If the river's current flows at a constant rate of 2 miles per hour, how many miles did the boat travel in total for the round trip?","Downstream, the boat's speed is 12 + 2 = <<12+2=14>>14 miles per hour.
Upstream, the boat's speed is 12 - 2 = <<12-2=10>>10 miles per hour.
Downstream distance: 14 miles per hour * 3 hours = <<14*3=42>>42 miles.
Upstream distance: 10 miles per hour * 4 hours = <<10*4=40>>40 miles.
Total distance traveled: 42 + 40 = <<42+40=82>>82 miles.
#### 82"
"A bus travels at a constant speed of 40 miles per hour from Town A to Town B, which are 120 miles apart. Meanwhile, a car leaves Town B and heads towards Town A at a constant speed of 60 miles per hour. If both vehicles start their journeys at the same time, how many minutes will pass before they meet each other on the road?","Let's solve this using the concept of relative velocity. The relative velocity is the sum of the bus and car speeds since they are traveling towards each other.
Relative velocity = 40 + 60 = <<40+60=100>>100 miles per hour
Since distance = speed * time, we can set up the equation:
120 miles = 100 miles per hour * time
Solving for time:
Time = 120 miles / 100 miles per hour = <<120/100=1.2>>1.2 hours
To convert 1.2 hours to minutes:
1.2 hours * 60 minutes per hour = <<1.2*60=72>>72 minutes
#### 72"
"A printing press can print 500 pages in 10 minutes. It takes an additional 5 minutes to bind the pages into a book. If the printing press runs continuously for 2 hours, how many complete books can be made?","The printing press can print 500 pages every 10 minutes, which means it can print 500*6=$<<500*6=3000>>3000 pages per hour.
Running for 2 hours, the printing press can print 3000*2=$<<3000*2=6000>>6000 pages.
Printing 500 pages takes 10 minutes, and binding takes an additional 5 minutes, so creating one complete book takes 10+5=$<<10+5=15>>15 minutes.
There are 60*2=$<<60*2=120>>120 minutes in 2 hours.
To determine the number of complete books, we calculate 120/15=$<<120/15=8>>8.
#### 8"
"A factory produces 120 toys per hour. It takes 4 hours to package the toys and 3 hours to ship them to the store. If the store orders 960 toys, how many hours will it take for the factory to produce, package, and ship the toys?","To produce 960 toys at a rate of 120 toys per hour, it will take the factory 960/120 = <<960/120=8>>8 hours.
Packaging the toys will take an additional 4 hours.
Shipping the toys will take another 3 hours.
In total, it will take 8 + 4 + 3 = <<8+4+3=15>>15 hours for the factory to produce, package, and ship the 960 toys to the store.
#### 15"
"A group of friends decide to take a road trip from New York to Florida, which is a distance of 1,200 miles. They plan to drive at an average speed of 60 miles per hour for the first 8 hours, then stop for a 2-hour break. After the break, they will continue driving at an average speed of 50 miles per hour until they reach their destination. How many hours will it take them to complete the trip, including the break?","In the first 8 hours, the group will travel 60 miles per hour * 8 hours = <<60*8=480>>480 miles.
After the break, they will have 1,200 - 480 = <<1200-480=720>>720 miles left to travel.
At a speed of 50 miles per hour, it will take them 720 / 50 = <<720/50=14.4>>14 hours to complete the remaining distance.
The total time for the trip will be 8 hours + 2 hours for the break + 14 hours = <<8+2+14=24>>24 hours.
#### 24"
"A tourist attraction offers scenic boat rides around a lake. The boat makes 4 trips per day, each lasting 45 minutes. It takes an additional 15 minutes to unload and reload passengers between each trip. If the boat operates for 8 hours per day, how many total minutes are spent unloading and reloading passengers throughout the day?","The boat makes 4 trips per day, and there are 3 unloading/reloading periods between the trips.
Each unloading/reloading period takes 15 minutes.
The total time spent unloading and reloading is 3 * 15 = <<3*15=45>>45 minutes per day.
#### 45"
"A train travels at a constant speed of 75 miles per hour. It makes a 15-minute stop every 150 miles to refuel and change crews. If the train's destination is 600 miles away, how long will the entire trip take, in hours?","The train will need to stop 600/150 = <<600/150=4>>4 times during the 600-mile trip.
Each stop takes 15 minutes, so the total stopped time is 4 * 15 = <<4*15=60>>60 minutes, or <<60/60=1>>1 hour.
Without stopping, the train would take 600 miles / 75 miles per hour = <<600/75=8>>8 hours.
Adding the stopped time, the entire trip will take 8 hours + 1 hour = <<8+1=9>>9 hours.
#### 9"
"Amy is knitting a scarf that needs to be 5 feet long. She can knit 4 inches in 20 minutes. After 2 hours of knitting, she takes a 30-minute break. How many more minutes will it take Amy to finish the scarf after her break?","5 feet is equal to 5 * 12 = <<5*12=60>>60 inches.
In 20 minutes, Amy knits 4 inches. In 1 hour (60 minutes), she knits 4 * 3 = <<4*3=12>>12 inches.
In 2 hours, Amy knits 12 * 2 = <<12*2=24>>24 inches.
Amy needs to knit 60 - 24 = <<60-24=36>>36 more inches to finish the scarf.
At her rate of 4 inches per 20 minutes, it will take Amy 36 / 4 = <<36/4=9>>9 sets of 20 minutes.
Therefore, it will take Amy 9 * 20 = <<9*20=180>>180 minutes to finish the scarf after her break.
#### 180"
"A factory machine can produce 500 widgets per hour. It runs for 6 hours, then requires 2 hours of maintenance before it can run again. If the machine operates for 24 hours total (including maintenance time), how many widgets will it produce in total?","The machine runs for 6 hours, then needs 2 hours of maintenance. This means it completes a cycle every 6 + 2 = <<6+2=8>>8 hours.
In 24 hours, the machine will complete 24 / 8 = <<24/8=3>>3 full cycles.
Each cycle, the machine runs for 6 hours, producing 500 * 6 = <<500*6=3000>>3000 widgets.
Over 3 cycles, the machine will produce 3 * 3000 = <<3*3000=9000>>9000 widgets total.
#### 9000"
"A factory producing candy canes can make 500 candy canes per hour. It takes 3 hours to set up the machinery and 2 hours to clean up and perform maintenance afterwards. If the factory has an order for 5000 candy canes, how many hours in total will it take to complete the order?","To make 5000 candy canes at a rate of 500 per hour, it will take 5000/500 = <<5000/500=10>>10 hours of production time.
In addition to the production time, it takes 3 hours to set up and 2 hours to clean up.
So the total time will be 10 + 3 + 2 = <<10+3+2=15>>15 hours to complete the order.
#### 15"
"Marcy plans to drive from her house to her parents' house for a holiday dinner. Their house is 240 miles away, and Marcy knows she can average 60 miles per hour on the highway. She wants to spend 5 hours at her parents' house. If Marcy departs from her house at 8 AM, what time would she arrive back home?","Marcy needs to travel 240 miles to her parents' house at a speed of 60 miles per hour.
It will take her 240 miles / 60 miles per hour = <<240/60=4>>4 hours to get there.
If she leaves at 8 AM, she will arrive at her parents' house at 8 AM + 4 hours = <<8+4=12>>12 PM.
Marcy plans to spend 5 hours at her parents' house, so she will depart at 12 PM + 5 hours = <<12+5=17>>5 PM.
Her return trip also takes 4 hours, so she will arrive home at 5 PM + 4 hours = <<17+4=21>>9 PM.
#### 9 PM"
"A delivery truck travels at an average speed of 40 miles per hour. It makes 3 stops, each taking 10 minutes. The total distance traveled is 120 miles. How many minutes does the entire trip take?","The truck travels 120 miles at 40 miles per hour, which takes 120/40 = <<120/40=3>>3 hours without stops.
3 hours is equal to 3*60 = <<3*60=180>>180 minutes.
The truck makes 3 stops, each taking 10 minutes, so the total stopped time is 3*10 = <<3*10=30>>30 minutes.
The total trip time is therefore 180 + 30 = <<180+30=210>>210 minutes.
#### 210"
"Michael is training for a marathon. On Monday he ran 5 miles at a pace of 10 minutes per mile. On Wednesday, he increased his distance to 7 miles but his pace slowed to 11 minutes per mile. How many more minutes did Michael spend running on Wednesday compared to Monday?","On Monday, Michael ran for 5 miles * 10 minutes per mile = <<5*10=50>>50 minutes.
On Wednesday, Michael ran for 7 miles * 11 minutes per mile = <<7*11=77>>77 minutes.
So on Wednesday, Michael spent 77 - 50 = <<77-50=27>>27 more minutes running compared to Monday.
#### 27"
"A spaceship is traveling to a distant planet. It travels at a speed of 20,000 miles per hour for 12 hours, then slows down to 15,000 miles per hour for 8 hours. Finally, it speeds up to 25,000 miles per hour for the last 4 hours of the journey. How many miles did the spaceship travel in total?","The spaceship traveled at 20,000 miles per hour for 12 hours, covering 20,000 * 12 = <<20000*12=240000>>240,000 miles.
It then slowed down to 15,000 miles per hour for 8 hours, traveling 15,000 * 8 = <<15000*8=120000>>120,000 miles.
Finally, it sped up to 25,000 miles per hour for 4 hours, covering 25,000 * 4 = <<25000*4=100000>>100,000 miles.
In total, the spaceship traveled 240,000 + 120,000 + 100,000 = <<240000+120000+100000=460000>>460,000 miles.
#### 460000"
"A factory has two assembly lines that produce the same product. The first line can assemble 120 units per hour, while the second line assembles 150 units per hour. The factory needs to fulfill an order of 8,100 units. If the first line runs for 12 hours and the second line runs for 8 hours, how many more units does the factory need to produce to complete the order?","The first line produces 120 units per hour * 12 hours = <<120*12=1440>>1440 units.
The second line produces 150 units per hour * 8 hours = <<150*8=1200>>1200 units. 
Together, the two lines have produced 1440 + 1200 = <<1440+1200=2640>>2640 units.
The factory needs to produce 8100 - 2640 = <<8100-2640=5460>>5460 more units to fulfill the order.
#### 5460"
"A boat is traveling downstream at a speed of 15 miles per hour. The river's current is moving at a speed of 3 miles per hour. The boat travels for 2 hours before turning around and heading back upstream. On the return trip, the boat maintains the same speed, but now it is going against the current. How much longer will it take the boat to make the return trip compared to the initial downstream journey?","Downstream, the boat's effective speed is 15 + 3 = <<15+3=18>>18 miles per hour.
In 2 hours, the boat travels 18 * 2 = <<18*2=36>>36 miles downstream.
Upstream, the boat's effective speed is 15 - 3 = <<15-3=12>>12 miles per hour.
To travel the same 36 miles upstream, it will take the boat 36 / 12 = <<36/12=3>>3 hours.
The return trip takes 3 - 2 = <<3-2=1>>1 hour longer than the initial downstream journey.
#### 1"
"A water tank can be filled at a rate of 10 gallons per minute. It takes 6 minutes to attach the hose and turn on the water. After filling the tank for 12 minutes, the hose is turned off and moved to a second tank, which takes another 5 minutes. The second tank is then filled at a rate of 15 gallons per minute for 8 minutes. How many total gallons of water are in both tanks?","It takes 6 minutes to attach the hose and turn on the water to fill the first tank. Then, the first tank is filled for 12 minutes at a rate of 10 gallons per minute. So the first tank contains 10 * 12 = <<10*12=120>>120 gallons.
Moving the hose to the second tank takes 5 minutes. Then, the second tank is filled for 8 minutes at a rate of 15 gallons per minute. So the second tank contains 15 * 8 = <<15*8=120>>120 gallons.
In total, the two tanks contain 120 + 120 = <<120+120=240>>240 gallons of water.
#### 240"
